,PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),year,month,province,max,maximum
1614,0.1473278498858472,0.12442636942170132,0.15802639850353628,0.12867787835618724,0.17744953752978135,0.04003379543875895,2017,1,北京市,0.7759418291358123,1.0701747721499573
1647,0.09530946976719229,0.08151884665509401,0.14127057801818002,0.10129879125158815,0.10821649354364293,0.05682932462258813,2017,2,北京市,0.7759418291358123,1.0701747721499573
1680,0.08865172075154755,0.08101324317068313,0.10759009623238544,0.09270566504767434,0.07704537714756696,0.07703191550813333,2017,3,北京市,0.7759418291358123,1.0701747721499573
1713,0.07754512618623557,0.08869243517364721,0.07310627341181361,0.07992847114237542,0.05595437216581073,0.0850081857136024,2017,4,北京市,0.7759418291358123,1.0701747721499573
1746,0.08487985606739668,0.10841707826524741,0.07827740900255832,0.06313184498326893,0.05937345801529301,0.12996455263902085,2017,5,北京市,0.7759418291358123,1.0701747721499573
1779,0.06696054489000068,0.07555222653149936,0.07697224407894208,0.06304874991422584,0.06682700582141197,0.149564517801322,2017,6,北京市,0.7759418291358123,1.0701747721499573
1812,0.08234639182499347,0.07826762456364458,0.04929179050072808,0.05638547556868976,0.07723866068922851,0.13534598455320793,2017,7,北京市,0.7759418291358123,1.0701747721499573
1845,0.06299636082429058,0.06241043015404556,0.046747243216262474,0.054538980845303474,0.06567804254597928,0.10358006683507558,2017,8,北京市,0.7759418291358123,1.0701747721499573
1878,0.08347970987753722,0.09070834915825399,0.06061836676233378,0.0809889714693901,0.07341390891621652,0.09670511076673763,2017,9,北京市,0.7759418291358123,1.0701747721499573
1911,0.08485048815696761,0.0810371488333254,0.054659369761753854,0.08877152225186238,0.07671340159891159,0.041877597999109756,2017,10,北京市,0.7759418291358123,1.0701747721499573
1944,0.0645829080977131,0.06711154391629207,0.06875958700314702,0.0963409260044939,0.0748165670862389,0.04321124618666388,2017,11,北京市,0.7759418291358123,1.0701747721499573
1977,0.06106957367027796,0.06084470415656589,0.08468064350835915,0.09418272316494047,0.0872731749399183,0.04084770193577964,2017,12,北京市,0.7759418291358123,1.0701747721499573
2010,0.05650118919321239,0.061274052581197336,0.09548671177763607,0.09214900283260909,0.09003960005419627,0.04906464516603876,2018,1,北京市,0.6952600138976004,1.0701747721499573
2043,0.07689495332505726,0.07330792905044589,0.10315649848322171,0.07282201821404623,0.09096245781722005,0.06654802929593882,2018,2,北京市,0.6952600138976004,1.0701747721499573
2076,0.1363149900968069,0.13181111580197843,0.12021414239811376,0.125738058570633,0.10994410656049768,0.07123760046957063,2018,3,北京市,0.6952600138976004,1.0701747721499573
2109,0.09438887883699827,0.10841216007721291,0.08829918726338375,0.08097473523297065,0.0752275767324249,0.10185599682951323,2018,4,北京市,0.6952600138976004,1.0701747721499573
2142,0.09919260054425573,0.10862072425793996,0.07705331390721461,0.07389799152343916,0.07189779803730867,0.11676705094638912,2018,5,北京市,0.6952600138976004,1.0701747721499573
2175,0.08043123016981421,0.07916377481888243,0.07103634517187579,0.06472147455849213,0.07463617046793312,0.15007683784461903,2018,6,北京市,0.6952600138976004,1.0701747721499573
2208,0.08534792625068827,0.07171053971459788,0.054277010222608266,0.0512351614673156,0.08912184228929489,0.1213893964487244,2018,7,北京市,0.6952600138976004,1.0701747721499573
2241,0.06350152355423203,0.062047149238446155,0.05257966702457477,0.05313446374410108,0.08187742598393889,0.11580667160818287,2018,8,北京市,0.6952600138976004,1.0701747721499573
2274,0.05241118587555348,0.05278210656598164,0.0616774778146309,0.06552132533878059,0.05850314415421799,0.07656076244951995,2018,9,北京市,0.6952600138976004,1.0701747721499573
2307,0.06958670140261848,0.06318025876173293,0.06137970455161754,0.08869896112273058,0.0657765908046179,0.06071035963758888,2018,10,北京市,0.6952600138976004,1.0701747721499573
2340,0.11132435652336244,0.10886346089567812,0.09395370287950477,0.13162737898212754,0.10364890539976661,0.03168923359510173,2018,11,北京市,0.6952600138976004,1.0701747721499573
2373,0.07410446422740063,0.07882672823590613,0.12088623850561803,0.09947942841275416,0.08836438169858295,0.03829341570881248,2018,12,北京市,0.6952600138976004,1.0701747721499573
30,0.1461404927312436,0.13520172154649324,0.22734130894867113,0.13689790420734171,0.1780777525040004,0.04077324432464675,2013,1,北京市,0.8644324242623969,1.0701747721499573
63,0.08900463724893555,0.07987519679612642,0.12095919953657436,0.0895383764906642,0.10286792630676467,0.059701446957231064,2013,2,北京市,0.8644324242623969,1.0701747721499573
96,0.09611302545496797,0.09201410853572929,0.11292248819702873,0.10934071192770796,0.08983107573287202,0.06450379824959304,2013,3,北京市,0.8644324242623969,1.0701747721499573
129,0.06084497981766598,0.07105361428002838,0.06559338667296849,0.06957164862100879,0.05844985931244741,0.09469951463002244,2013,4,北京市,0.8644324242623969,1.0701747721499573
162,0.08260652444618528,0.09623439773922852,0.08033668874626687,0.07142589669565885,0.06475110980489897,0.13440340844998505,2013,5,北京市,0.8644324242623969,1.0701747721499573
195,0.09794653611377857,0.0932616271480992,0.05046458180386614,0.06088796495300999,0.081377739027616,0.12561088620036814,2013,6,北京市,0.8644324242623969,1.0701747721499573
228,0.06641805584893866,0.0668608919337835,0.032883992764219334,0.045417052076237224,0.059034571610016934,0.12185936920450233,2013,7,北京市,0.8644324242623969,1.0701747721499573
261,0.061615734206019665,0.06501470267254175,0.032225643271818344,0.049466361306535395,0.054728616457024835,0.12466051477666261,2013,8,北京市,0.8644324242623969,1.0701747721499573
294,0.0779953166353808,0.08020483950673005,0.046653659721535984,0.07472642740085257,0.07361445152417924,0.08330729498603852,2013,9,北京市,0.8644324242623969,1.0701747721499573
327,0.08875842410773213,0.09000496346556476,0.06034408364076785,0.10224906543015534,0.07305182276206806,0.053311981562921586,2013,10,北京市,0.8644324242623969,1.0701747721499573
360,0.06370207298216084,0.06636637486589818,0.06858447426659225,0.09229887674133198,0.07034244482725564,0.052516694529791345,2013,11,北京市,0.8644324242623969,1.0701747721499573
393,0.06885420040699113,0.06390756150977667,0.10169049242969048,0.09817971414949586,0.09387263013085585,0.04465184612823713,2013,12,北京市,0.8644324242623969,1.0701747721499573
426,0.09302849715261025,0.08706370195446367,0.17204720977517315,0.11366024543984005,0.11806825911232409,0.036280289065753576,2014,1,北京市,0.8249526957650727,1.0701747721499573
459,0.15975998675917955,0.1313441231088126,0.21211986127935145,0.12459614469508634,0.1553986978253405,0.04173388209730223,2014,2,北京市,0.8249526957650727,1.0701747721499573
492,0.08443712253821184,0.08831439821760827,0.11360805642292028,0.0988604024766781,0.0884246373885505,0.06981985983962931,2014,3,北京市,0.8249526957650727,1.0701747721499573
525,0.08469960449913001,0.0976659651415581,0.06804945886319495,0.08531066974689941,0.06312837564148507,0.09851518708539307,2014,4,北京市,0.8249526957650727,1.0701747721499573
558,0.0637123305505229,0.07998398301758709,0.058150390833886005,0.06150494358005349,0.055309115558645844,0.12341652626768919,2014,5,北京市,0.8249526957650727,1.0701747721499573
591,0.054144171480197074,0.0560954861865361,0.03500566197473044,0.04764294440633909,0.05207666980679472,0.13822374657376685,2014,6,北京市,0.8249526957650727,1.0701747721499573
624,0.08586949359662295,0.07818720543037198,0.03836070228814603,0.05137294320075829,0.06588239792588127,0.14225522132332794,2014,7,北京市,0.8249526957650727,1.0701747721499573
657,0.06122703990190223,0.06369642349215064,0.03385082541507327,0.05325866122708137,0.056276443701423255,0.13174080691038634,2014,8,北京市,0.8249526957650727,1.0701747721499573
690,0.06373258178552894,0.06625751508269549,0.03979593556109102,0.06334199130136035,0.06480335514970988,0.08406996892416878,2014,9,北京市,0.8249526957650727,1.0701747721499573
723,0.11213202654721661,0.10777749024208265,0.05384570192541025,0.10820268528742744,0.08569370044972373,0.04898443225181666,2014,10,北京市,0.8249526957650727,1.0701747721499573
756,0.08099200344766529,0.083856794846021,0.0772350150292158,0.10896861480032446,0.09703185623971129,0.039876482982058106,2014,11,北京市,0.8249526957650727,1.0701747721499573
789,0.05626514174121246,0.059756913280112435,0.09793118063180721,0.08327975383815162,0.0979064912004099,0.04508359667870793,2014,12,北京市,0.8249526957650727,1.0701747721499573
822,0.09829137139690038,0.09018408885563246,0.1758288032902879,0.11860888269789634,0.12286957411421809,0.03768195113061066,2015,1,北京市,0.7339818088914561,1.0701747721499573
855,0.09401329129526766,0.0871439618527394,0.1465337212525104,0.08795090814910533,0.09789257988751712,0.056755420075870235,2015,2,北京市,0.7339818088914561,1.0701747721499573
888,0.08984803325209988,0.10688652187777173,0.12154977566148523,0.0933904036052273,0.0802491419942292,0.0748156793332695,2015,3,北京市,0.7339818088914561,1.0701747721499573
921,0.07335549585772456,0.07927321192842708,0.06462828721740109,0.07149363892481557,0.05277619723582077,0.1031697660782253,2015,4,北京市,0.7339818088914561,1.0701747721499573
954,0.0661683331195169,0.07342373856003093,0.06053273539689464,0.05775830068411438,0.049119153794488245,0.12868825205445078,2015,5,北京市,0.7339818088914561,1.0701747721499573
987,0.07043131038874,0.06678919895647065,0.04959232074603469,0.050980192453276535,0.07147553267631081,0.12821373929974936,2015,6,北京市,0.7339818088914561,1.0701747721499573
1020,0.07096380875148196,0.07471144698767342,0.044772320448322675,0.052656225424145255,0.06155559735614179,0.13754535845253232,2015,7,北京市,0.7339818088914561,1.0701747721499573
1053,0.05229774152051035,0.05986890860355248,0.031688042923047985,0.0504738408805386,0.053805152018194836,0.12146275274504223,2015,8,北京市,0.7339818088914561,1.0701747721499573
1086,0.05616726883367614,0.059839224166591966,0.04090859163651591,0.06735219791844392,0.05514085496015373,0.08739379123843342,2015,9,北京市,0.7339818088914561,1.0701747721499573
1119,0.07110756181500986,0.06784080131174906,0.0487695298773415,0.08845279363821891,0.06086601141064247,0.06357875464430192,2015,10,北京市,0.7339818088914561,1.0701747721499573
1152,0.1166759071151135,0.10416125574362206,0.09439122391642583,0.12013005587219419,0.12346351067068724,0.029614145133107235,2015,11,北京市,0.7339818088914561,1.0701747721499573
1185,0.14067987665395867,0.12987764115573883,0.12080464763373225,0.1407525597520237,0.1707866938815956,0.03108038981440712,2015,12,北京市,0.7339818088914561,1.0701747721499573
1194,0.09897663110431798,0.09525807143828072,0.1087323709724172,0.12014878269515446,0.11032281026096179,0.062029922313427195,2016,1,福建省,0.6263016998456731,1.0701747721499573
1227,0.09394843090517539,0.09482476580353913,0.08513585476489802,0.06926914835949262,0.0844787538395163,0.0889215857984393,2016,2,福建省,0.6263016998456731,1.0701747721499573
1260,0.1123770744098762,0.10415420041811593,0.09238209128363725,0.10755290717413467,0.09571642891918673,0.09112445073931619,2016,3,福建省,0.6263016998456731,1.0701747721499573
1293,0.09095342238553644,0.08715132876835414,0.08440077467929984,0.09260463262546752,0.09794592526838136,0.0894261494960922,2016,4,福建省,0.6263016998456731,1.0701747721499573
1326,0.0816591322726065,0.08054733672948812,0.07131950402860902,0.0687702208803885,0.08325182614847021,0.09358884145612398,2016,5,福建省,0.6263016998456731,1.0701747721499573
1359,0.06078427512834729,0.06539504291337048,0.0729095122757696,0.06391499067255961,0.07459656954861861,0.0790120222559266,2016,6,福建省,0.6263016998456731,1.0701747721499573
1392,0.061661762504251594,0.06598561649527337,0.06369529915217063,0.05962463984358095,0.07076104790727451,0.07643682576761275,2016,7,福建省,0.6263016998456731,1.0701747721499573
1425,0.06650198762187036,0.07084271314823948,0.06049125039913861,0.05637951400527804,0.06834266884219731,0.08905688832149367,2016,8,福建省,0.6263016998456731,1.0701747721499573
1458,0.08383158390980336,0.08096535039050888,0.08109797964225701,0.05928335733018105,0.07279606181307113,0.10218944110517703,2016,9,福建省,0.6263016998456731,1.0701747721499573
1491,0.058171466764970606,0.060568427970631424,0.07205794333453011,0.07027523833077857,0.06683066427729444,0.07711880980817118,2016,10,福建省,0.6263016998456731,1.0701747721499573
1524,0.08284142769085552,0.08607105780298666,0.09706879231267528,0.10173812594128226,0.0824328152111101,0.07499375377636439,2016,11,福建省,0.6263016998456731,1.0701747721499573
1557,0.10829280530238884,0.1082360881212118,0.11070862715459744,0.13043844214170178,0.09252442796391759,0.0761013091618556,2016,12,福建省,0.6263016998456731,1.0701747721499573
1590,0.10726332273058745,0.10028959732656133,0.1006325058279349,0.10095876287809763,0.10782341907992658,0.06877269582453378,2017,1,福建省,0.6302879968963523,1.0701747721499573
1623,0.10311931634800528,0.09465747563984925,0.091619481936966,0.09104914009269219,0.09385968773571747,0.08681950601250057,2017,2,福建省,0.6302879968963523,1.0701747721499573
1656,0.09514600638958369,0.09621787614650047,0.09389900014369947,0.10955590412017233,0.09466870785233535,0.08385663480196875,2017,3,福建省,0.6302879968963523,1.0701747721499573
1689,0.09107184193432613,0.0947407162731738,0.08996334094644683,0.09065360903139438,0.09174038724852207,0.0968438746057609,2017,4,福建省,0.6302879968963523,1.0701747721499573
1722,0.0835095394897654,0.08721805261176911,0.07638376442110896,0.06917495630271076,0.08338769277589575,0.10506761844251716,2017,5,福建省,0.6302879968963523,1.0701747721499573
1755,0.052323567313487584,0.05669316514645131,0.06348765767349543,0.06496725519008217,0.07726398781494205,0.07229244129271939,2017,6,福建省,0.6302879968963523,1.0701747721499573
1788,0.051364823454466906,0.05769586240037758,0.05425845066123475,0.058103914749853276,0.05994568791293604,0.06766578488643295,2017,7,福建省,0.6302879968963523,1.0701747721499573
1821,0.0649963374541346,0.07038957661343809,0.06522630428420158,0.06035367036164707,0.07108992120611225,0.07759908587554332,2017,8,福建省,0.6302879968963523,1.0701747721499573
1854,0.07609545474201324,0.07737238440990614,0.07317463215224826,0.059036913427160706,0.07245848008887688,0.09451745108243872,2017,9,福建省,0.6302879968963523,1.0701747721499573
1887,0.07283911250517981,0.07143379176994114,0.08258203743873702,0.07065010744996093,0.07115474077181015,0.09665884755617152,2017,10,福建省,0.6302879968963523,1.0701747721499573
1920,0.08713475805543384,0.08473886837876456,0.09620360249657475,0.09907154761088735,0.0835826395542004,0.07532470435076187,2017,11,福建省,0.6302879968963523,1.0701747721499573
1953,0.11513591958301607,0.10855263328326725,0.112569222017352,0.12642421878534107,0.093024647958725,0.07458135526865098,2017,12,福建省,0.6302879968963523,1.0701747721499573
1986,0.10121313114628118,0.09570062469115674,0.10473560761449217,0.13167239492340957,0.10371397026800937,0.06639791136234229,2018,1,福建省,0.6034336400056913,1.0701747721499573
2019,0.11630015803457383,0.10526482894643215,0.0970293814479744,0.08540207823782321,0.09400267678195341,0.08556391203057043,2018,2,福建省,0.6034336400056913,1.0701747721499573
2052,0.09487185008135826,0.08949844737367507,0.08072225336263486,0.09756979409275233,0.08804558045534379,0.09207749466290618,2018,3,福建省,0.6034336400056913,1.0701747721499573
2085,0.10919280969198959,0.11334706816979785,0.08280522866912664,0.08867608702125364,0.08813421117829545,0.09987802217618773,2018,4,福建省,0.6034336400056913,1.0701747721499573
2118,0.08329815268762703,0.08625309002600413,0.07749687033513722,0.06835518509488166,0.08140685400884586,0.10162746696591829,2018,5,福建省,0.6034336400056913,1.0701747721499573
2151,0.06572096481496567,0.06832588104480691,0.0680764175581952,0.061962277193257524,0.07394342635186567,0.09344581117526372,2018,6,福建省,0.6034336400056913,1.0701747721499573
2184,0.05374518504865988,0.05978385820115612,0.05779740358910156,0.06017562739367253,0.06912498856885814,0.07087127854304211,2018,7,福建省,0.6034336400056913,1.0701747721499573
2217,0.06905504657235607,0.07373327258053451,0.06984117085170434,0.061194597382164054,0.07927975436251168,0.08591453116720178,2018,8,福建省,0.6034336400056913,1.0701747721499573
2250,0.05876306353245426,0.06276830934927423,0.06923223573280256,0.0575462058572839,0.0654345658863433,0.08322523775160627,2018,9,福建省,0.6034336400056913,1.0701747721499573
2283,0.08540020474459349,0.08339615338483278,0.09605929330818941,0.07947582183368875,0.07809771813256257,0.10293158854427277,2018,10,福建省,0.6034336400056913,1.0701747721499573
2316,0.07293090307449085,0.07369770561093959,0.09145039332949388,0.09466214980422505,0.08308988884821913,0.06588952916914811,2018,11,福建省,0.6034336400056913,1.0701747721499573
2349,0.0895085305706499,0.08823076062138994,0.10475374420114784,0.11330778116558762,0.09572636515719156,0.05217721645154028,2018,12,福建省,0.6034336400056913,1.0701747721499573
6,0.12293096407527523,0.1158564957217222,0.11008185574639427,0.11160618457568144,0.12107504793398761,0.06578171133666963,2013,1,福建省,0.7270641656774229,1.0701747721499573
39,0.09255176880267041,0.0909923490392045,0.07724199804739806,0.0770137940823838,0.10954520734343366,0.07596301103655682,2013,2,福建省,0.7270641656774229,1.0701747721499573
72,0.09384466332884593,0.09497928581400698,0.08972258039571322,0.08708670565199335,0.0930814639331184,0.09238181742905865,2013,3,福建省,0.7270641656774229,1.0701747721499573
105,0.09959863275325917,0.09976324196784403,0.08205969869244763,0.0823160411613491,0.08913660673007487,0.09642513136006865,2013,4,福建省,0.7270641656774229,1.0701747721499573
138,0.08928686151273212,0.08928400977933772,0.07889887104670673,0.07420491486837072,0.07359115582594851,0.09479211934671776,2013,5,福建省,0.7270641656774229,1.0701747721499573
171,0.05690191648195387,0.05798918967869749,0.06284625628874817,0.07870006840204204,0.059386933334498605,0.0786458377169338,2013,6,福建省,0.7270641656774229,1.0701747721499573
204,0.03707337791616465,0.04311413153622188,0.050687961627679516,0.07162586759407047,0.04817808084965527,0.06685926324202583,2013,7,福建省,0.7270641656774229,1.0701747721499573
237,0.05533599887789674,0.05904219608080291,0.05942897113135093,0.06766750899431645,0.06834387058679801,0.07745324135236992,2013,8,福建省,0.7270641656774229,1.0701747721499573
270,0.06263721862775043,0.0627789344193643,0.06342661833918486,0.059527348970528,0.05799315422242678,0.09627792583663759,2013,9,福建省,0.7270641656774229,1.0701747721499573
303,0.06580863260323416,0.0685030086766615,0.07856535081833155,0.07172063838952523,0.06633744349787367,0.10184698211830506,2013,10,福建省,0.7270641656774229,1.0701747721499573
336,0.08570614505190484,0.08937506582956727,0.10533106896421979,0.09436375843381653,0.09276203305118412,0.07959964544086395,2013,11,福建省,0.7270641656774229,1.0701747721499573
369,0.13832381996831247,0.12832209145656925,0.14170876890182546,0.12416716887592309,0.12056900269100036,0.07397331378379239,2013,12,福建省,0.7270641656774229,1.0701747721499573
402,0.1237044404127674,0.11690975085753338,0.11940758314588638,0.14963055430122213,0.08942358063886702,0.07174379263364782,2014,1,福建省,0.6708197019899241,1.0701747721499573
435,0.06998906651803251,0.06889872742956432,0.07397558353306909,0.08814446691466522,0.08176388407799239,0.07136097827186698,2014,2,福建省,0.6708197019899241,1.0701747721499573
468,0.08945866113048054,0.09234707289616276,0.08494339477864837,0.0992097495261329,0.11245946902858715,0.08427665860419183,2014,3,福建省,0.6708197019899241,1.0701747721499573
501,0.08997312564247871,0.09015200739462464,0.07941582390484284,0.07674337934960421,0.10871362636131042,0.09231760007902526,2014,4,福建省,0.6708197019899241,1.0701747721499573
534,0.08657689301302193,0.08391663390057982,0.06843623498904727,0.0649172636112978,0.07742963459200686,0.089627679015321,2014,5,福建省,0.6708197019899241,1.0701747721499573
567,0.06652811007378595,0.06507250883937747,0.06005224586718937,0.05459178878275927,0.052312514190169496,0.09009446492576192,2014,6,福建省,0.6708197019899241,1.0701747721499573
600,0.05393389546557267,0.057139929837809765,0.053813599453066845,0.05044419129170984,0.0467332493059803,0.07746795217152957,2014,7,福建省,0.6708197019899241,1.0701747721499573
633,0.08965682376673675,0.08888862027543676,0.07507892128261134,0.06021912516833918,0.0567556961286608,0.09554016218906927,2014,8,福建省,0.6708197019899241,1.0701747721499573
666,0.07598075471968689,0.07498524267110576,0.06886838380927997,0.052254267358801725,0.05178155220556713,0.09446641032614082,2014,9,福建省,0.6708197019899241,1.0701747721499573
699,0.07721154024404031,0.07622619449963008,0.08132756837155534,0.06351494382306082,0.0634478436467362,0.10614740331398236,2014,10,福建省,0.6708197019899241,1.0701747721499573
732,0.08727329646108013,0.08922464638158677,0.10619465840549226,0.11198137957742087,0.13876950728139642,0.06590634139061581,2014,11,福建省,0.6708197019899241,1.0701747721499573
765,0.08971339255231618,0.09623866501658843,0.12848600245931077,0.12834889029498606,0.1204094425427257,0.061050557078847476,2014,12,福建省,0.6708197019899241,1.0701747721499573
798,0.13018861626567133,0.12424493742834439,0.13903720607983328,0.14448565996206425,0.11823282221906797,0.07639765141897334,2015,1,福建省,0.7325868933739546,1.0701747721499573
831,0.11796115362643926,0.10674855781385528,0.09446929717331728,0.08610767019478868,0.11287501764856003,0.08650635218211127,2015,2,福建省,0.7325868933739546,1.0701747721499573
864,0.08685228546020232,0.0842689645009272,0.0813238217558149,0.07782492517378409,0.08910699670352183,0.08970405280689353,2015,3,福建省,0.7325868933739546,1.0701747721499573
897,0.0908988821040786,0.09255065655154372,0.08483107141655774,0.08548802323293708,0.0841651369189451,0.09894240002313259,2015,4,福建省,0.7325868933739546,1.0701747721499573
930,0.07684265561268465,0.07806142672168134,0.06766431191693757,0.07523221109240517,0.08425951302615199,0.09122640689316781,2015,5,福建省,0.7325868933739546,1.0701747721499573
963,0.056072552719173184,0.06212208837166179,0.06382822864196484,0.06359810297923633,0.06495094729873942,0.0764232397441471,2015,6,福建省,0.7325868933739546,1.0701747721499573
996,0.058484982274169935,0.0624350683148966,0.05800881046225142,0.059917631959638215,0.06161227332635014,0.07653125138371346,2015,7,福建省,0.7325868933739546,1.0701747721499573
1029,0.06978342092652258,0.07510000124383545,0.07132199577152115,0.060670389528216,0.0676571281966899,0.08123874345795716,2015,8,福建省,0.7325868933739546,1.0701747721499573
1062,0.0791205753373389,0.08017923506764223,0.07363798861271098,0.06378889771802544,0.07163982777950814,0.09602424719557673,2015,9,福建省,0.7325868933739546,1.0701747721499573
1095,0.07998421528244495,0.07836523325545644,0.0805921298477504,0.07820925250365063,0.07094087492404953,0.09498163430558607,2015,10,福建省,0.7325868933739546,1.0701747721499573
1128,0.07362430484275072,0.07463704757831649,0.08862758961145957,0.09324754165047708,0.08261412130236684,0.06975092214134679,2015,11,福建省,0.7325868933739546,1.0701747721499573
1161,0.08018635554852371,0.08128678315183897,0.09665754870988069,0.11142969400477702,0.09194534065604902,0.06227309844739405,2015,12,福建省,0.7325868933739546,1.0701747721499573
1189,0.08849783579968948,0.08646000418561518,0.10369541785546714,0.10833777169888506,0.10993054033310315,0.0583554548071824,2016,1,广东省,0.7239036827910561,1.0701747721499573
1222,0.09274377651936948,0.09072945521845399,0.08390187864095146,0.0737562576077817,0.08813836826047794,0.07924396505178,2016,2,广东省,0.7239036827910561,1.0701747721499573
1255,0.10363661423506663,0.10034704516553151,0.08298757919410839,0.10723895933743921,0.09434598608350023,0.08089026811157267,2016,3,广东省,0.7239036827910561,1.0701747721499573
1288,0.07779674849126457,0.07509154798222373,0.06696830193613455,0.08129373501307309,0.08185665014496807,0.07806951744173495,2016,4,广东省,0.7239036827910561,1.0701747721499573
1321,0.07181889572325086,0.07320231687075403,0.06865712592676358,0.06361899860208492,0.07368946476514752,0.09237650181143708,2016,5,广东省,0.7239036827910561,1.0701747721499573
1354,0.04636717480828928,0.050461529369325575,0.05639832867670998,0.061186659144467394,0.0624742610100182,0.07908244318962038,2016,6,广东省,0.7239036827910561,1.0701747721499573
1387,0.05321845520836866,0.056892515746625086,0.05636731126410424,0.058046875389952214,0.06097504003718599,0.08084894063051319,2016,7,广东省,0.7239036827910561,1.0701747721499573
1420,0.07056083257522748,0.07256317203941999,0.06977677362082484,0.062418398855258225,0.07222579997238145,0.09473841173805163,2016,8,广东省,0.7239036827910561,1.0701747721499573
1453,0.08794455798987426,0.08632865745348321,0.09126738769050398,0.06627097559417484,0.07567438756704443,0.10501602301495946,2016,9,广东省,0.7239036827910561,1.0701747721499573
1486,0.07699098219229088,0.07651615283912909,0.0920198454409011,0.07051904251053542,0.08150393314280616,0.08527277481487641,2016,10,广东省,0.7239036827910561,1.0701747721499573
1519,0.09608200449884576,0.09868570725630797,0.10429510418928704,0.10688113453941521,0.09356633492025473,0.07898140546309733,2016,11,广东省,0.7239036827910561,1.0701747721499573
1552,0.13434212195846243,0.13272189587313052,0.12366494556424372,0.14043119170693277,0.1056192337631121,0.0871242939251745,2016,12,广东省,0.7239036827910561,1.0701747721499573
1585,0.1232732799681084,0.11330067364616866,0.0945636054886695,0.09993970581398363,0.11501469370140327,0.07605253286499691,2017,1,广东省,0.7114994151156798,1.0701747721499573
1618,0.10400495721526568,0.09610636956919655,0.0870158521904334,0.08495465640046257,0.09348378180575363,0.08809111875364328,2017,2,广东省,0.7114994151156798,1.0701747721499573
1651,0.08736674145812164,0.09359381383999696,0.08192546436585342,0.10353876468130536,0.09622895600012488,0.07438099042152532,2017,3,广东省,0.7114994151156798,1.0701747721499573
1684,0.08089389522473313,0.08515608262864896,0.07833636944227654,0.08515410850752242,0.07971224398627538,0.09020157650070704,2017,4,广东省,0.7114994151156798,1.0701747721499573
1717,0.07938567822849069,0.08293175359613741,0.07774309565242446,0.07181004805152015,0.0781691474833321,0.106873537538485,2017,5,广东省,0.7114994151156798,1.0701747721499573
1750,0.04003041320194387,0.04544685693105604,0.05361367734879751,0.058254823524889796,0.06528503190226652,0.06504831668165374,2017,6,广东省,0.7114994151156798,1.0701747721499573
1783,0.04595743720337148,0.04874173799637387,0.053135131223295835,0.061990265404360985,0.06291408249120414,0.0665349007970727,2017,7,广东省,0.7114994151156798,1.0701747721499573
1816,0.04895348725489661,0.05283651388676921,0.056821223690281725,0.06136339119582158,0.06316592009148056,0.07867715732982447,2017,8,广东省,0.7114994151156798,1.0701747721499573
1849,0.07390609511477671,0.0765170923436156,0.07539146204851448,0.06960269493838388,0.07455944223733477,0.09194148437968024,2017,9,广东省,0.7114994151156798,1.0701747721499573
1882,0.08370782828148317,0.0827446114644081,0.10005419126016914,0.0714897622509786,0.08003202026726987,0.10095176053597262,2017,10,广东省,0.7114994151156798,1.0701747721499573
1915,0.1000695730279452,0.09567211613911929,0.1075038287836169,0.09859507743725879,0.0923544852391294,0.07543319595373671,2017,11,广东省,0.7114994151156798,1.0701747721499573
1948,0.13245061382086354,0.1269523779585095,0.133896098505667,0.13330670179351217,0.09908019479442548,0.08581342824270198,2017,12,广东省,0.7114994151156798,1.0701747721499573
1981,0.12863234221936115,0.1182260806073074,0.10582472848158814,0.13912347727064564,0.11654370667291564,0.06908204348381175,2018,1,广东省,0.6774323787356298,1.0701747721499573
2014,0.12051172930598451,0.10736065947293895,0.08595382853218703,0.08271716280942469,0.09384075302385259,0.08834468110488355,2018,2,广东省,0.6774323787356298,1.0701747721499573
2047,0.09304556410242293,0.08997719931052606,0.07659942709752639,0.09120091492197487,0.08469754758465582,0.09827955100948764,2018,3,广东省,0.6774323787356298,1.0701747721499573
2080,0.09467081927904367,0.10136920397474157,0.07696927421294121,0.0851501161918883,0.08027806340689836,0.09380762040004749,2018,4,广东省,0.6774323787356298,1.0701747721499573
2113,0.06155524174183772,0.06498176926499735,0.06521591517286127,0.06524674917785826,0.06779690885140592,0.09013422558737987,2018,5,广东省,0.6774323787356298,1.0701747721499573
2146,0.05653942934652849,0.060024996963017274,0.06420750677170746,0.060132069224772176,0.07223768559220761,0.088939148214836,2018,6,广东省,0.6774323787356298,1.0701747721499573
2179,0.044343649554320394,0.04869674736734035,0.04955241224901063,0.060601525148336076,0.06325973402096455,0.07253292049571405,2018,7,广东省,0.6774323787356298,1.0701747721499573
2212,0.060409522502617365,0.06608616935668843,0.06993205083003004,0.06628320078901198,0.08147822005561756,0.08623372050169877,2018,8,广东省,0.6774323787356298,1.0701747721499573
2245,0.06242698616697362,0.06655992198440339,0.075055491380607,0.0597570208135487,0.06880695555542916,0.08545800868238568,2018,9,广东省,0.6774323787356298,1.0701747721499573
2278,0.09031446801895004,0.09256420147977341,0.10973382484106638,0.08377072318485754,0.08276662608752118,0.10432581630902589,2018,10,广东省,0.6774323787356298,1.0701747721499573
